student_id,lms_logins_weekly,login_trend_slope,avg_assignment_delay_days,attendance_percent,attendance_trend,sentiment_score,study_session_variability,burnout_risk_level,dropout_probability
3002,9,-1.422,0.83,76.87,-1.138,0.824,0.213,Medium,0.281
3003,10,0.572,1.2,81.1,-3.836,0.777,0.242,Low,0.111
3004,20,-0.187,0.24,96.35,-4.364,0.076,0.065,Low,0.13
3005,14,0.566,0.3,69.57,-2.362,-0.302,0.214,Low,0.307
3006,7,0.622,3.24,82.03,1.633,0.694,0.225,Low,0.126
3007,14,1.286,7.22,84.38,-1.27,-0.483,0.402,Medium,0.365
3008,6,1.083,2.36,85.2,0.922,1.0,0.171,Low,0.077
3009,16,1.077,3.15,75.49,3.293,0.214,0.42,Low,0.209
3010,10,1.155,3.59,100.0,-2.2,-0.33,0.291,Low,0.238
3011,12,0.233,0.76,67.05,0.957,-0.416,0.311,Medium,0.36
3012,17,0.026,0.12,94.59,1.078,-0.439,0.67,Medium,0.297
3013,7,0.698,0.0,92.15,-1.721,0.27,0.424,Low,0.13
3014,6,0.586,1.08,99.01,2.708,0.197,0.307,Low,0.111
3015,10,-0.247,0.69,64.12,-0.575,-0.418,0.034,Medium,0.377
3016,16,0.324,0.16,71.31,-0.768,0.022,0.152,Low,0.204
3017,6,-0.028,0.49,94.92,4.223,-0.484,0.155,Low,0.275
3018,1,-0.683,0.33,61.23,1.046,0.495,0.205,Low,0.277
3019,10,1.032,6.16,63.94,1.851,0.173,0.316,Low,0.262
3020,14,0.044,0.38,75.12,2.71,0.011,0.099,Low,0.189
3021,17,1.639,1.93,81.92,-1.301,-0.444,0.373,Medium,0.329
3022,10,-1.3,2.25,95.92,2.5,0.05,0.154,Medium,0.281
3023,10,-0.445,1.96,78.15,-1.004,-0.007,0.218,Medium,0.252
3024,17,0.026,0.26,73.92,-1.089,0.359,0.197,Low,0.167
3025,5,0.91,0.96,83.11,-0.544,0.284,0.191,Low,0.147
3026,10,0.32,0.13,84.7,-1.244,0.596,0.251,Low,0.111
3027,13,0.248,1.26,84.41,1.644,-0.042,0.593,Low,0.215
3028,14,-0.902,0.52,78.22,0.534,-0.73,0.381,Medium,0.523
3029,10,-0.926,2.06,60.45,-0.982,0.696,0.268,Medium,0.303
3030,12,0.258,2.95,70.82,1.349,-0.268,0.256,Low,0.312
3031,2,-1.091,1.9,94.2,-0.55,-0.353,0.054,Medium,0.362
3032,9,-0.426,1.42,81.87,-0.656,0.178,0.258,Low,0.218
3033,14,0.401,1.22,76.77,0.097,0.351,0.145,Low,0.159
3034,8,-0.786,4.61,91.18,0.927,-0.065,0.19,Medium,0.278
3035,12,1.284,0.62,68.7,0.78,-0.069,0.663,Low,0.278
3036,14,0.979,3.31,77.75,-0.726,0.004,0.485,Low,0.228
3037,11,-1.257,3.54,81.38,1.694,0.908,0.345,Medium,0.265
3038,13,-0.746,1.36,75.59,-0.445,0.199,0.125,Medium,0.264
3039,8,-1.829,0.88,81.01,-1.31,-0.284,0.068,High,0.467
3040,11,-0.626,1.59,78.12,-2.936,-0.279,0.166,Medium,0.348
3041,14,0.613,0.24,66.01,1.966,0.075,0.081,Low,0.212
3042,13,-0.331,0.12,81.81,0.025,0.319,0.387,Low,0.196
3043,10,0.369,0.3,66.72,0.422,0.442,0.415,Low,0.2
3044,13,-1.218,0.52,81.66,2.092,0.262,0.601,Medium,0.324
3045,15,0.638,1.75,93.74,-0.955,-0.221,0.342,Low,0.22
3046,4,-0.444,4.73,77.19,-2.749,-0.012,0.137,Medium,0.267
3047,17,0.01,0.67,68.29,0.14,0.567,0.184,Low,0.167
3048,11,-0.074,6.84,78.73,0.616,-0.373,0.349,Medium,0.354
3049,14,-1.017,7.75,71.68,-0.526,-0.033,0.435,Medium,0.398
3050,17,-0.922,7.98,85.95,2.947,0.499,0.377,Medium,0.278
3051,7,0.774,4.54,78.52,-4.972,0.638,0.331,Low,0.159
3052,9,0.319,1.13,97.1,2.24,0.104,0.056,Low,0.107
3053,11,0.84,0.19,91.63,1.582,-0.006,0.364,Low,0.156
3054,9,0.26,2.1,78.47,0.914,-0.461,0.525,Medium,0.359
3055,19,0.114,2.04,87.16,-6.672,0.463,0.31,Low,0.131
3056,9,-1.381,4.74,76.07,2.568,0.859,0.125,Medium,0.292
3057,10,-0.216,10.0,80.34,-2.053,1.0,0.217,Low,0.166
3058,13,-0.022,1.77,76.39,-1.015,0.393,0.04,Low,0.154
3059,7,1.562,1.06,87.66,-0.341,0.175,0.209,Low,0.144
3060,10,0.55,0.51,94.33,0.815,-0.26,0.09,Low,0.203
3061,13,1.229,0.01,87.99,1.279,-0.739,0.106,Medium,0.364
3062,11,0.478,1.78,89.22,1.786,0.288,0.168,Low,0.128
3063,12,-0.569,2.03,89.23,1.632,1.0,0.114,Low,0.123
3064,10,0.094,4.36,85.51,0.506,0.835,0.177,Low,0.104
3065,6,0.189,1.76,68.61,0.832,0.758,0.317,Low,0.164
3066,13,-0.751,6.21,97.01,-2.182,0.323,0.45,Medium,0.233
3067,19,-0.308,2.47,98.04,-1.502,0.38,0.221,Low,0.133
3068,12,-0.165,4.59,77.66,1.791,-1.0,0.464,Medium,0.55
3069,13,1.284,0.4,76.29,1.674,0.581,0.278,Low,0.144
3070,15,-1.665,4.83,86.12,1.448,-0.09,0.342,High,0.417
3071,7,0.965,2.81,85.51,-1.029,-0.151,0.259,Low,0.227
3072,19,-0.749,0.47,77.98,1.821,0.038,0.191,Medium,0.271
3073,13,-1.098,0.53,67.5,-2.322,0.021,0.425,Medium,0.367
3074,19,0.944,6.53,83.06,2.155,-0.159,0.206,Low,0.255
3075,9,0.586,0.08,85.51,-0.522,0.207,0.481,Low,0.163
3076,19,1.004,1.55,87.26,3.368,-0.079,0.128,Low,0.182
3077,15,0.641,0.94,83.49,-3.043,0.25,0.617,Low,0.181
3078,14,1.648,2.73,77.29,3.527,-0.544,0.163,Medium,0.363
3079,13,0.447,4.58,89.94,-0.723,0.093,0.118,Low,0.157
3080,11,-0.125,1.12,80.66,-0.759,-0.348,0.254,Medium,0.306
3081,17,0.274,1.39,75.35,0.39,-0.121,0.212,Low,0.24
3082,13,0.995,10.0,78.19,-1.394,0.272,0.527,Medium,0.243
3083,4,-0.624,3.83,62.54,-0.145,-0.602,0.146,Medium,0.507
3084,8,-0.522,5.69,78.18,-1.475,-0.211,0.327,Medium,0.351
3085,11,-0.247,1.44,86.88,-1.402,0.484,0.48,Low,0.168
3086,13,-1.684,0.67,83.4,0.974,-0.507,0.155,High,0.514
3087,12,0.11,1.33,95.21,-1.803,1.0,0.063,Low,0.029
3088,17,-1.509,3.15,77.37,-1.536,0.802,0.056,Medium,0.293
3089,4,0.042,0.29,84.87,-2.746,-0.047,0.282,Low,0.185
3090,13,0.692,0.79,87.93,-1.008,-0.194,0.317,Low,0.224
3091,5,-0.382,0.12,100.0,2.623,0.301,0.51,Low,0.152
3092,15,1.342,1.42,81.45,-1.692,-0.524,0.231,Medium,0.341
3093,12,-1.168,4.39,69.56,-1.463,-0.801,0.122,High,0.607
3094,14,0.953,0.06,88.48,0.388,-0.03,0.078,Low,0.151
3095,9,0.54,2.81,98.66,-0.742,0.133,0.229,Low,0.122
3096,17,-1.373,6.74,76.77,4.456,0.247,0.625,High,0.397
3097,16,2.169,0.68,88.41,-0.325,-0.107,0.207,Low,0.187
3098,14,-0.051,2.96,92.29,0.67,0.837,0.093,Low,0.072
3099,11,-0.702,9.23,90.17,1.888,-0.548,0.313,Medium,0.451
3100,14,-1.126,8.19,81.26,1.849,-0.369,0.346,High,0.474
3101,9,-0.176,0.67,73.02,0.467,0.443,0.379,Low,0.199
3102,15,-0.102,0.26,79.19,-0.322,-0.381,0.208,Low,0.309
3103,19,0.082,0.4,84.59,4.048,-0.4,0.054,Low,0.274
3104,16,-0.238,3.03,89.08,-0.2,0.262,0.38,Low,0.183
3105,9,0.507,3.23,83.34,-0.883,-0.327,0.26,Low,0.289
3106,13,-0.31,2.8,76.2,-1.292,0.133,0.293,Low,0.239
3107,7,-1.548,1.02,85.55,-3.454,-0.15,0.507,High,0.414
3108,14,-0.119,0.47,88.6,1.643,-0.231,0.267,Low,0.241
3109,14,-1.894,2.17,83.8,-4.696,-0.851,0.237,High,0.654
3110,5,0.283,1.65,71.64,-0.011,0.27,0.348,Low,0.203
3111,7,-0.783,3.26,78.19,-0.41,-0.424,0.23,Medium,0.423
3112,11,0.131,1.46,89.48,4.48,0.116,0.382,Low,0.159
3113,11,1.051,1.03,66.17,-3.663,-0.056,0.288,Low,0.256
3114,7,-0.759,0.87,59.07,-1.802,0.097,0.235,Medium,0.337
3115,14,0.849,0.59,95.08,-0.272,0.125,0.405,Low,0.136
3116,13,-0.347,0.77,85.11,-0.395,0.297,0.367,Low,0.191
3117,11,1.403,0.25,86.07,-1.099,-0.164,0.274,Low,0.215
3118,9,-0.292,1.06,69.23,-0.162,0.821,0.15,Low,0.173
3119,16,-0.672,0.09,87.38,-2.519,-0.724,0.39,Medium,0.462
3120,19,0.55,0.52,82.75,0.714,0.087,0.114,Low,0.158
3121,10,-0.349,3.43,64.16,-4.643,0.618,0.065,Low,0.223
3122,10,-0.673,0.98,94.24,-0.052,0.438,0.235,Low,0.175
3123,14,-0.382,2.76,81.59,-1.201,-0.287,0.509,Medium,0.343
3124,11,-0.036,3.15,76.04,2.033,-0.204,0.481,Medium,0.298
3125,11,1.074,2.18,76.22,3.511,-0.303,0.46,Medium,0.315
3126,15,-1.547,7.97,59.85,-0.662,0.5,0.199,Medium,0.425
3127,4,0.018,0.05,85.93,2.781,-0.17,0.215,Low,0.211
3128,17,0.5,3.35,82.62,-0.632,0.328,0.434,Low,0.177
3129,12,0.155,7.97,78.06,-1.932,0.332,0.166,Low,0.198
3130,10,1.048,4.96,92.78,3.492,1.0,0.204,Low,0.069
3131,12,-0.059,0.46,66.16,1.042,0.357,0.043,Low,0.189
3132,12,-0.148,0.99,74.03,0.009,-0.206,0.38,Medium,0.298
3133,5,0.474,0.47,71.5,1.374,-0.53,0.13,Low,0.363
3134,18,0.079,2.3,77.21,0.548,0.062,0.206,Low,0.197
3135,12,-0.312,3.11,80.67,-0.138,0.14,0.494,Medium,0.241
3136,14,0.413,0.95,84.3,-2.653,-0.905,0.483,Medium,0.461
3137,16,-0.522,1.94,76.53,-0.541,-0.157,0.136,Medium,0.305
3138,8,-0.489,2.94,71.23,1.247,0.349,0.255,Low,0.253
3139,14,-0.422,1.37,96.86,-0.246,-0.066,0.025,Low,0.185
3140,11,1.082,4.81,100.0,1.805,0.684,0.044,Low,0.062
3141,15,-2.577,3.69,81.43,0.767,-0.579,0.271,High,0.672
3142,3,0.316,0.17,72.43,-1.756,0.538,0.265,Low,0.159
3143,12,0.027,2.43,94.75,-2.638,0.657,0.339,Low,0.091
3144,10,-1.345,0.67,65.53,-0.314,0.678,0.347,Medium,0.334
3145,14,0.248,2.04,76.65,-1.048,-0.583,0.062,Medium,0.365
3146,14,0.381,7.86,73.04,0.673,0.357,0.341,Low,0.225
3147,9,0.472,5.28,68.4,-1.436,-0.134,0.191,Low,0.288
3148,9,-2.121,1.3,77.2,-1.231,-0.503,0.254,High,0.595
3149,12,1.093,0.86,71.36,2.106,-0.007,0.43,Low,0.234
3150,8,-0.59,0.67,80.13,0.296,-0.252,0.224,Medium,0.328
3151,15,0.549,1.9,80.27,-1.405,0.66,0.274,Low,0.132
3152,11,0.593,0.3,73.79,0.035,0.457,0.455,Low,0.178
3153,1,-0.701,1.99,76.29,2.758,-0.376,0.124,Medium,0.39
3154,11,0.528,0.0,77.69,0.588,-0.162,0.384,Low,0.25
3155,8,-0.308,0.98,88.1,1.186,0.01,0.507,Medium,0.216
3156,5,-1.657,0.62,78.52,-1.504,0.164,0.092,Medium,0.356
3157,7,0.934,8.87,88.25,2.053,0.703,0.23,Low,0.138
3158,12,-0.62,3.25,85.86,4.636,0.545,0.262,Low,0.203
3159,17,-0.684,1.08,85.72,-1.583,0.226,0.325,Medium,0.234
3160,13,-0.322,0.24,93.88,-2.364,0.07,0.372,Low,0.178
3161,10,0.218,1.82,68.81,0.351,-0.687,0.216,Medium,0.433
3162,14,-0.046,0.6,75.27,1.751,0.846,0.248,Low,0.127
3163,10,0.438,1.92,97.63,-0.183,-0.024,0.259,Low,0.143
3164,9,-1.072,4.51,77.43,-2.106,0.977,0.059,Low,0.233
3165,7,-0.594,2.39,51.85,-0.217,0.298,0.53,Medium,0.354
3166,5,-0.093,2.51,77.97,1.196,1.0,0.304,Low,0.123
3167,10,1.518,1.95,81.35,-0.814,0.503,0.116,Low,0.131
3168,13,-0.091,6.55,53.83,1.215,-0.516,0.032,Medium,0.457
3169,12,0.868,6.72,93.34,2.329,-0.107,0.417,Medium,0.222
3170,10,0.031,1.8,72.86,0.48,0.115,0.39,Low,0.218
3171,8,-0.387,0.91,83.29,-0.056,-0.237,0.337,Medium,0.299
3172,14,-0.197,1.54,77.74,1.659,0.011,0.268,Low,0.223
3173,7,-0.135,0.52,67.12,-1.712,-0.483,0.182,Medium,0.384
3174,15,0.483,2.53,69.29,-1.909,0.203,0.115,Low,0.204
3175,8,1.1,1.73,70.65,-0.533,0.319,0.233,Low,0.193
3176,9,0.288,0.27,90.86,-0.984,-0.302,0.091,Low,0.226
3177,6,0.95,0.55,78.52,-1.607,1.0,0.197,Low,0.091
3178,10,-0.772,1.63,74.78,3.661,0.232,0.553,Medium,0.301
3179,16,-0.332,5.46,70.65,4.344,-0.208,0.141,Medium,0.338
3180,14,-0.579,2.09,91.96,-0.707,-0.615,0.167,Medium,0.398
3181,16,0.252,2.86,94.64,0.183,0.23,0.269,Low,0.13
3182,14,-0.287,1.04,91.85,-0.376,0.07,0.13,Low,0.167
3183,8,0.584,2.12,84.92,2.215,0.592,0.357,Low,0.13
3184,11,-0.745,1.48,82.9,2.611,0.128,0.196,Medium,0.252
3185,9,0.034,2.69,67.84,-3.555,-0.397,0.611,Medium,0.386
3186,17,0.549,0.13,77.54,0.952,1.0,0.719,Low,0.132
3187,7,-1.652,1.7,73.16,-2.614,0.418,0.316,Medium,0.372
3188,16,1.697,0.88,61.74,3.517,0.073,0.309,Low,0.248
3189,16,-0.227,0.99,90.57,0.88,0.282,0.446,Low,0.168
3190,19,-1.62,8.11,73.04,-1.647,0.437,0.549,High,0.422
3191,10,0.126,0.5,91.96,-0.483,-0.514,0.099,Low,0.287
3192,15,0.027,0.93,88.82,-0.578,0.279,0.238,Low,0.131
3193,21,-0.066,1.78,85.57,1.05,-0.025,0.369,Low,0.199
3194,10,0.793,4.97,86.13,2.084,0.454,0.121,Low,0.138
3195,6,0.598,1.35,73.85,-2.296,-0.17,0.326,Low,0.268
3196,4,0.238,3.41,98.58,3.678,-0.102,0.318,Low,0.176
3197,15,0.36,4.85,80.43,3.211,1.0,0.421,Low,0.127
3198,4,-0.083,0.93,83.02,-1.751,0.815,0.311,Low,0.114
3199,11,1.42,1.25,73.51,0.146,-1.0,0.251,Medium,0.509
3200,14,-1.183,1.1,70.69,3.422,0.778,0.234,Medium,0.282
3201,13,0.112,4.47,84.77,2.466,0.163,0.08,Low,0.164
3202,14,0.052,0.11,82.18,-0.673,-0.154,0.06,Low,0.208
3203,13,0.651,0.92,72.11,1.629,-0.304,0.137,Low,0.297
3204,17,-0.675,2.84,65.62,5.994,-0.275,0.423,Medium,0.422
3205,8,-1.395,2.08,67.3,0.21,-0.14,0.038,Medium,0.425
3206,9,0.125,1.43,91.96,-1.265,-0.364,0.044,Low,0.243
3207,9,0.225,1.94,73.87,0.345,-0.477,0.23,Medium,0.355
3208,15,1.192,0.55,76.61,0.493,-0.32,0.517,Medium,0.314
3209,16,-1.016,1.41,94.5,-1.049,0.362,0.085,Medium,0.212
3210,14,0.924,1.74,68.78,0.883,0.225,0.03,Low,0.193
3211,17,1.894,5.79,72.73,-2.509,0.478,0.303,Low,0.2
3212,7,-0.302,0.76,72.31,-1.331,0.167,0.108,Low,0.222
3213,19,-1.033,5.06,96.18,1.516,-0.453,0.14,Medium,0.403
3214,18,-0.326,2.58,99.93,-3.51,0.447,0.161,Low,0.119
3215,15,0.011,0.05,87.52,1.806,-0.302,0.543,Low,0.27
3216,19,0.451,3.22,87.83,-4.024,0.523,0.048,Low,0.11
3217,5,-0.473,0.09,74.2,-3.463,-0.383,0.524,Medium,0.393
3218,10,1.244,10.0,99.47,-0.998,-0.144,0.223,Medium,0.216
3219,9,-0.892,5.15,82.68,0.574,0.019,0.174,Medium,0.3
3220,15,-1.391,0.88,88.53,2.651,0.537,0.41,Medium,0.281
3221,8,0.885,0.74,78.94,0.115,0.288,0.269,Low,0.165
3222,15,-1.82,1.2,77.32,-0.493,0.21,0.253,Medium,0.39
3223,17,-0.163,1.1,96.63,1.159,1.0,0.232,Low,0.055
3224,15,2.494,1.16,85.4,-1.742,-0.718,0.466,Medium,0.401
3225,13,-0.01,0.96,94.51,0.279,-0.319,0.486,Low,0.254
3226,8,-0.897,2.43,82.55,-2.399,-0.341,0.29,Medium,0.397
3227,9,-0.046,0.45,71.52,0.165,-0.685,0.197,Medium,0.419
3228,17,-0.041,4.68,74.17,-0.26,-0.16,0.393,Medium,0.293
3229,15,0.129,4.18,81.03,-1.609,0.544,0.127,Low,0.142
3230,12,0.53,1.62,73.73,0.33,-0.096,0.363,Low,0.251
3231,10,-0.831,4.79,68.93,0.317,0.033,0.356,Medium,0.35
3232,4,1.35,0.71,92.01,2.351,-0.661,0.257,Medium,0.343
3233,8,0.196,0.04,74.55,-3.211,-0.198,0.404,Low,0.273
3234,20,0.581,2.41,81.38,-0.152,-0.031,0.281,Low,0.204
3235,7,-0.503,1.53,82.96,-1.521,0.521,0.164,Low,0.184
3236,13,1.029,2.09,74.12,1.74,-0.637,0.21,Medium,0.401
3237,16,-0.206,5.74,94.51,1.508,-0.028,0.276,Medium,0.202
3238,7,0.222,8.76,68.83,1.016,0.743,0.249,Low,0.2
3239,13,-0.746,2.52,82.62,-1.408,-0.023,0.339,Medium,0.289
3240,16,-0.798,3.61,82.46,1.771,-0.858,0.154,Medium,0.535
3241,12,0.551,0.22,79.46,-3.06,0.84,0.373,Low,0.115
3242,23,-0.355,0.44,67.03,-3.471,0.567,0.677,Low,0.249
3243,5,-0.683,3.3,88.71,-2.552,0.635,0.159,Low,0.184
3244,16,-0.515,1.41,87.44,-0.067,-0.672,0.43,Medium,0.439
3245,11,0.559,1.48,73.24,1.35,0.956,0.138,Low,0.114
3246,15,-0.503,0.92,87.07,-5.952,-0.187,0.175,Medium,0.273
3247,14,-0.094,2.34,83.75,2.645,-0.055,0.252,Low,0.212
3248,9,0.012,0.51,67.19,0.262,-0.151,0.252,Low,0.275
3249,13,-1.534,2.46,71.46,-3.136,0.673,0.082,Medium,0.326
3250,5,-1.177,0.48,91.38,0.202,0.11,0.439,Medium,0.288
3251,14,0.269,0.16,83.09,2.185,0.441,0.125,Low,0.122
3252,13,-0.59,1.0,74.36,1.199,0.238,0.337,Medium,0.26
3253,15,0.845,0.66,71.42,2.198,0.152,0.075,Low,0.188
3254,16,0.773,5.5,74.85,-2.732,-0.273,0.12,Low,0.304
3255,13,0.575,0.14,75.56,-0.828,1.0,0.079,Low,0.09
3256,13,1.456,0.49,71.54,-1.849,-0.532,0.185,Medium,0.368
3257,8,-0.066,1.99,62.58,3.435,0.406,0.114,Low,0.212
3258,9,0.519,1.64,91.4,1.279,0.388,0.292,Low,0.12
3259,17,-0.468,0.12,89.71,5.694,0.777,0.283,Low,0.133
3260,18,1.962,0.02,67.27,-0.935,0.894,0.165,Low,0.134
3261,11,1.587,10.0,81.36,-1.449,0.131,0.18,Low,0.219
3262,12,0.01,2.69,70.98,-0.286,0.465,0.5,Low,0.204
3263,8,0.309,1.14,77.38,2.757,1.0,0.233,Low,0.101
3264,17,1.087,1.59,76.55,-0.732,0.167,0.229,Low,0.187
3265,15,-0.118,0.77,75.72,0.249,-0.333,0.247,Medium,0.315
3266,20,-0.525,1.06,100.0,0.193,0.008,0.219,Medium,0.179
3267,8,0.699,2.62,75.6,0.079,-0.452,0.136,Medium,0.339
3268,10,0.063,5.36,71.92,-1.305,0.386,0.392,Low,0.216
3269,13,0.146,0.51,72.37,-0.275,0.732,0.481,Low,0.159
3270,15,-0.667,4.59,90.44,-0.36,0.139,0.085,Medium,0.226
3271,11,-1.374,0.32,63.48,-0.015,-0.61,0.271,High,0.583
3272,9,0.189,0.61,72.37,1.887,0.711,0.491,Low,0.163
3273,16,0.724,0.09,94.47,3.521,-0.688,0.789,Medium,0.381
3274,15,-0.181,0.38,82.44,-1.681,-0.573,0.464,Medium,0.385
3275,8,1.149,6.23,81.92,-0.784,0.111,0.274,Low,0.204
3276,17,-0.563,1.54,100.0,-1.65,0.326,0.329,Low,0.164
3277,17,-0.844,0.2,82.46,0.374,0.411,0.491,Medium,0.253
3278,13,-0.054,8.03,72.92,-1.077,0.167,0.027,Low,0.227
3279,12,-0.066,5.28,77.18,0.48,1.0,0.193,Low,0.13
3280,14,0.616,3.51,68.65,2.207,0.233,0.073,Low,0.206
3281,9,-0.62,6.78,92.56,-5.052,0.717,0.402,Low,0.195
3282,12,1.094,0.62,85.75,0.984,0.593,0.108,Low,0.099
3283,3,1.574,4.53,91.24,-0.92,-0.446,0.477,Medium,0.321
3284,16,-0.031,2.93,92.13,0.921,0.115,0.146,Low,0.144
3285,6,1.0,5.1,75.86,-1.793,1.0,0.456,Low,0.146
3286,18,-0.845,3.99,70.55,2.393,-0.052,0.434,Medium,0.366
3287,11,0.86,1.06,79.48,1.827,-0.137,0.324,Low,0.238
3288,11,0.838,3.72,71.27,1.137,0.285,0.627,Low,0.236
3289,9,0.691,0.76,81.65,1.586,-0.034,0.073,Low,0.179
3290,11,-0.012,1.0,91.32,-1.491,-0.197,0.521,Low,0.232
3291,18,-2.363,0.29,78.32,-1.239,-0.042,0.176,High,0.471
3292,2,-0.513,6.84,81.5,1.505,0.916,0.27,Low,0.191
3293,17,-0.501,0.86,79.06,-1.535,0.132,0.264,Medium,0.238
3294,13,-0.783,1.84,88.03,2.891,-0.464,0.279,Medium,0.397
3295,7,0.098,1.24,73.32,-0.647,-0.556,0.203,Medium,0.374
3296,8,-0.335,8.04,58.04,1.004,1.0,0.213,Low,0.244
3297,19,-0.66,1.02,84.71,4.198,0.088,0.12,Medium,0.231
3298,8,-0.847,3.77,89.88,-1.412,0.417,0.071,Medium,0.216
3299,7,-0.572,4.83,84.46,0.138,-0.186,0.346,Medium,0.325
3300,17,0.897,1.43,73.6,2.108,0.36,0.531,Low,0.2
3301,13,-0.529,1.19,68.65,1.903,0.93,0.227,Low,0.199
3302,8,-0.412,3.44,84.94,-0.656,-0.126,0.062,Medium,0.257
3303,13,-0.365,6.1,81.41,-1.033,0.429,0.21,Low,0.212
3304,8,0.271,3.52,78.74,-0.466,-0.503,0.275,Medium,0.359
3305,16,0.365,0.64,98.22,2.896,1.0,0.082,Low,0.016
3306,16,-2.436,5.48,70.53,-0.558,0.334,0.329,High,0.503
3307,14,0.817,1.23,97.75,0.156,-0.006,0.232,Low,0.131
3308,13,1.149,2.15,80.32,-0.854,0.051,0.152,Low,0.182
3309,19,-0.84,4.45,61.64,1.411,-0.055,0.036,Medium,0.368
3310,12,-0.778,0.52,78.21,0.311,-0.029,0.298,Medium,0.295
3311,7,-0.36,3.84,89.59,-2.007,-1.0,0.309,Medium,0.516
3312,14,-0.605,2.27,76.35,-1.938,0.151,0.217,Medium,0.262
3313,20,0.179,5.6,65.25,-3.997,0.13,0.393,Low,0.264
3314,8,-1.557,0.47,78.35,-1.663,0.444,0.442,Medium,0.344
3315,11,-0.894,1.36,71.43,1.588,-0.062,0.147,Medium,0.334
3316,14,1.231,4.47,84.92,2.648,-0.186,0.104,Low,0.237
3317,12,-0.743,0.05,87.73,1.371,0.196,0.394,Medium,0.236
3318,8,0.995,0.3,69.44,1.109,-0.606,0.19,Medium,0.396
3319,16,0.284,10.0,72.94,-0.253,0.272,0.253,Low,0.239
3320,21,-1.447,0.82,87.57,1.55,-0.731,0.588,High,0.573
3321,13,0.508,9.28,71.41,0.573,0.76,0.379,Low,0.203
3322,8,-0.094,0.5,69.18,3.609,0.542,0.116,Low,0.171
3323,6,-0.364,1.12,68.21,-0.197,-0.263,0.129,Medium,0.341
3324,13,0.196,3.49,83.52,2.686,0.531,0.302,Low,0.145
3325,16,0.38,2.68,83.09,1.748,0.256,0.347,Low,0.171
3326,14,0.566,2.18,73.16,1.471,-0.305,0.122,Low,0.3
3327,12,0.943,1.89,80.05,-4.023,-0.811,0.379,Medium,0.445
3328,10,0.327,4.64,95.27,1.858,0.358,0.381,Low,0.134
3329,8,-1.101,0.67,70.26,-0.255,-0.197,0.39,Medium,0.417
3330,15,-0.379,1.46,60.48,-0.888,0.747,0.633,Low,0.259
3331,16,2.354,0.42,84.55,-2.966,0.207,0.35,Low,0.158
3332,6,0.58,2.27,78.9,-0.011,-0.15,0.073,Low,0.231
3333,18,1.895,0.72,72.9,0.067,1.0,0.129,Low,0.106
3334,14,1.116,1.02,86.52,-2.606,0.488,0.225,Low,0.118
3335,18,0.193,1.59,88.39,-2.947,-1.0,0.131,Medium,0.452
3336,7,0.241,0.07,57.92,0.973,-0.043,0.309,Low,0.276
3337,7,-0.029,0.24,73.47,1.743,-0.492,0.102,Low,0.345
3338,11,-1.39,2.9,100.0,0.381,-0.2,0.164,Medium,0.346
3339,14,0.014,1.4,85.83,2.302,0.128,0.072,Low,0.146
3340,19,0.969,5.0,86.76,-0.173,0.377,0.487,Low,0.171
3341,15,-0.48,2.97,91.73,-0.109,0.331,0.222,Low,0.182
3342,11,0.33,0.02,80.17,-1.834,0.739,0.525,Low,0.133
3343,8,0.681,2.4,87.97,-3.12,0.518,0.314,Low,0.125
3344,17,-0.728,0.25,87.18,3.709,0.487,0.223,Low,0.196
3345,8,-0.361,3.8,85.39,2.263,0.301,0.327,Low,0.206
3346,19,-0.814,10.0,76.78,-2.785,0.843,0.109,Medium,0.254
3347,11,-0.658,1.89,81.72,0.312,0.042,0.153,Medium,0.253
3348,18,-1.03,2.87,74.12,-0.2,0.055,0.481,Medium,0.352
3349,15,-0.72,0.68,80.13,-0.548,-0.753,0.414,Medium,0.506
3350,11,1.136,1.44,68.32,-0.818,0.728,0.177,Low,0.155
3351,10,-0.732,4.85,72.09,0.763,0.162,0.139,Medium,0.299
3352,11,0.101,0.46,77.18,1.636,1.0,0.551,Low,0.122
3353,14,-0.402,0.77,70.56,0.805,-0.003,0.136,Low,0.258
3354,12,0.943,1.47,74.95,-0.241,0.244,0.354,Low,0.194
3355,10,1.049,3.11,78.36,-0.314,0.473,0.337,Low,0.168
3356,11,0.691,1.18,84.02,1.874,-0.351,0.11,Low,0.27
3357,12,0.245,6.57,89.49,0.927,0.379,0.227,Low,0.151
3358,3,-0.185,0.25,75.36,0.145,0.217,0.289,Low,0.204
3359,14,-0.953,1.16,93.35,-0.072,0.048,0.349,Medium,0.258
3360,8,1.555,3.09,89.39,0.691,0.786,0.075,Low,0.08
3361,7,-0.608,0.64,85.04,-0.937,-0.252,0.16,Medium,0.308
3362,5,0.531,2.67,81.54,1.643,0.337,0.362,Low,0.17
3363,5,0.848,0.45,83.19,-2.152,0.927,0.461,Low,0.102
3364,7,-0.444,0.14,91.87,-0.823,-0.153,0.363,Medium,0.25
3365,9,0.83,0.32,92.24,1.222,0.052,0.032,Low,0.122
3366,20,0.611,6.65,93.35,-2.266,1.0,0.394,Low,0.091
3367,10,1.382,2.01,80.41,-3.146,0.437,0.194,Low,0.147
3368,13,-0.375,3.98,85.55,0.126,-0.053,0.059,Medium,0.232
3369,14,-1.029,1.01,93.44,-3.393,0.601,0.324,Medium,0.211
